name,vertices,orbits,runtime_ms
Star_10,10,20,3.756284713745117
Star_20,20,40,20.90907096862793
Star_50,50,100,1344.198226928711
Star_100,100,200,41345.94368934631
Cycle_5,5,8,1.1398792266845703
Cycle_10,10,78,4.490852355957031
Cycle_15,15,1224,44.30079460144043
Cycle_20,20,27012,1023.7343311309814
Cycle_25,25,675188,217905.9021472931
Kneser_5_2,10,34,2.7801990509033203
Johnson_5_2,10,34,6.517171859741211
Kneser_6_2,15,156,11.696577072143555
Johnson_6_2,15,156,6.90150260925293
